"消費日期","消費品項","單價","個數","小計","店家名稱"
"1141212","服務費和其他費用","21.0","1.0","21.0","優食台灣股份有限公司"
"1141212","送餐優惠","-55.0","1.0","-55.0","優食台灣股份有限公司"
"1141212","服務費優惠","-13.0","1.0","-13.0","優食台灣股份有限公司"
"1141213","味增炸雞拉麵","280.0","1.0","280.0","博多開發有限公司"
"1141213","麻辣炸雞拉麵","290.0","1.0","290.0","博多開發有限公司"
"1141213","雞腳凍","75.0","1.0","75.0","博多開發有限公司"
"1141213","真芳鮮嫩蛋餅","40.0","1.0","40.0","有心真早餐行"
"1141213","起司起司蛋","70.0","1.0","70.0","有心真早餐行"
"1141213","台味蘿蔔糕","80.0","1.0","80.0","有心真早餐行"
"1141213","外送費","10.0","1.0","10.0","優食台灣股份有限公司"
"1141213","服務費和其他費用","52.0","1.0","52.0","優食台灣股份有限公司"
"1141213","服務費優惠","-32.0","1.0","-32.0","優食台灣股份有限公司"
"1141213","送餐優惠","-10.0","1.0","-10.0","優食台灣股份有限公司"
"1141213","外送費","10.0","1.0","10.0","優食台灣股份有限公司"
"1141213","服務費和其他費用","31.0","1.0","31.0","優食台灣股份有限公司"
"1141213","送餐優惠","-10.0","1.0","-10.0","優食台灣股份有限公司"
"1141213","服務費優惠","-20.0","1.0","-20.0","優食台灣股份有限公司"
"1141214","餐費","1958.0","1.0","1958.0","鼎泰豐小吃店股份有限公司新生分公司"
"1141214","AirPods Pro 3","7490.0","1.0","7490.0","網路家庭國際資訊股份有限公司"
"1141214","拿鐵咖啡(Cafe Latte) 熱 (HOT)-更換淺培豆","140.0","1.0","140.0","貝瑞奇小餐館"
"1141214","澳式早餐盤 柚子胡椒雞胸-加點酪梨:溫烤蔬菜+炒蛋+酸麵包+香料奶油炒菇","500.0","1.0","500.0","貝瑞奇小餐館"
"1141214","澳式早餐盤 鹽麴烤雞腿:原味可頌+太陽蛋+烤燕麥蜂蜜優格碗+生菜沙拉 (柚香)","450.0","1.0","450.0","貝瑞奇小餐館"
"1141214","美式咖啡(Americano) 熱 (HOT)","120.0","1.0","120.0","貝瑞奇小餐館"
"1141216","餐飲費","572.0","1.0","572.0","京饌餐旅事業股份有限公司古亭營業所"
"1141216","美式冰咖啡(中)","35.0","1.0","35.0","統一超商股份有限公司台北市第四三一分公司"
"1141217","水刀洗車","230.0","1.0","230.0","財團法人陽光社會福利基金會陽光汽車美容中心和平店"
"1141217","餐-雙四盎司牛","132.0","1.0","132.0","和德昌股份有限公司台北濟南分公司"
"1141217","鮮榨柳丁汁","68.0","1.0","68.0","和德昌股份有限公司台北濟南分公司"
"1141217","配-經典中薯","27.0","1.0","27.0","和德昌股份有限公司台北濟南分公司"
"1141217","百貨商品","149.0","1.0","149.0","幼幼商行"
"1141218","美式冰咖啡(中)","35.0","1.0","35.0","統一超商股份有限公司台北市第四三一分公司"
"1141219","可樂果朋友","19.0","1.0","15.0","家福股份有限公司台北濟南分公司"
"1141219","雞汁味洋芋片經濟包","65.0","1.0","63.0","家福股份有限公司台北濟南分公司"
"1141219","餐費","799.0","1.0","799.0","芝生鼓亭股份有限公司"
"1141219","雞腿飯","140.0","1.0","140.0","岳香小吃店"
"1141219","美式冰咖啡(中)","35.0","1.0","35.0","統一超商股份有限公司台北市第四三一分公司"
"1141220","(舊)-18歲以下假日","350.0","1.0","350.0","台和捷麗有限公司古亭店"
"1141221","黑松FIN補給飲料PET975","39.0","1.0","39.0","統一超商股份有限公司台北市第６分公司"
"1141221","泰山強氣泡水PET500","29.0","1.0","29.0","統一超商股份有限公司台北市第６分公司"
"1141221","主題餐廳","2860.0","1.0","2860.0","彩蝶宴有限公司"
"1141221","(A)*瑞穗鮮乳290ml(盒)","35.0","1.0","35.0","統一超商股份有限公司台北市第六三二分公司"
"1141221","御選肉鬆飯糰","28.0","1.0","28.0","統一超商股份有限公司台北市第六三二分公司"
"1141221","Subscription 3rd Party In-Apps","90.0","1.0","90.0","Apple Distribution International"
"1141221","真芳鮮嫩蛋餅","40.0","1.0","40.0","有心真早餐行"
"1141221","起司起司蛋","70.0","1.0","70.0","有心真早餐行"
"1141221","台味蘿蔔糕","80.0","1.0","80.0","有心真早餐行"
"1141221","停車費","120.0","1.0","120.0","悠勢科技股份有限公司"
"1141222","i_非籠飼動福蛋(紅)","75.0","1.0","59.0","家福股份有限公司台北濟南分公司"
"1141222","來一客川辣牛肉","65.0","1.0","65.0","家福股份有限公司台北濟南分公司"
"1141222","北市兩用袋大","5.0","1.0","5.0","家福股份有限公司台北濟南分公司"
"1141222","可樂果朋友","19.0","1.0","15.0","家福股份有限公司台北濟南分公司"
"1141222","荷卡廚坊_鳳尾蝦仁","268.0","1.0","268.0","家福股份有限公司台北濟南分公司"
"1141222","停車費","45.0","1.0","45.0","歐特儀股份有限公司永和國小地下停車場"
"1141222","1 seat × ChatGPT Plus Subscription (at $20.00 / month)","21.0","1.0","21.0","OpenAI LLC"
"1141222","雞腿飯","140.0","1.0","140.0","岳香小吃店"
"1141223","代理版 萬代 BANDAI 組裝模型 MG 1/100 Z鋼彈 Ver.Ka ZETA GUNDAM","1850.0","1.0","1850.0","網路家庭國際資訊股份有限公司"
"1141223","中熱美式","35.0","1.0","35.0","全家便利商店股份有限公司台北市第七三二分公司"
"1141223","外送費","20.0","1.0","20.0","優食台灣股份有限公司"
"1141223","服務費和其他費用","26.0","1.0","26.0","優食台灣股份有限公司"
"1141223","送餐優惠","-20.0","1.0","-20.0","優食台灣股份有限公司"
"1141223","服務費優惠","-13.0","1.0","-13.0","優食台灣股份有限公司"
"1141224","外送費","10.0","1.0","10.0","優食台灣股份有限公司"
"1141224","服務費和其他費用","55.0","1.0","55.0","優食台灣股份有限公司"
"1141224","服務費優惠","-31.0","1.0","-31.0","優食台灣股份有限公司"
"1141224","送餐優惠","-10.0","1.0","-10.0","優食台灣股份有限公司"
"1141224","Ｌ秋焙火烏龍","45.0","1.0","45.0","阿發布雷克股份有限公司復北分公司"
"1141224","Ｌ焦糖海鹽咖啡冰沙","135.0","1.0","135.0","阿發布雷克股份有限公司復北分公司"
"1141224","THE GUNDAM BASE-動漫生活-模型","1950.0","1.0","1950.0","三創數位股份有限公司"
"1141224","停車費","80.0","1.0","80.0","悠勢科技股份有限公司長春龍江營業所"
"1141225","起司起司蛋","65.0","2.0","130.0","有心真早餐行"
"1141225","蛤蠣濃湯","69.0","2.0","138.0","好市多股份有限公司北投分公司"
"1141225","COUPON FOR 209","-15.0","2.0","-30.0","好市多股份有限公司北投分公司"
"1141225","豬肉熱狗&汽水","50.0","1.0","50.0","好市多股份有限公司北投分公司"
"1141225","海鮮披薩單片","59.0","1.0","59.0","好市多股份有限公司北投分公司"
"1141225","真空產履黃玉米","279.0","1.0","279.0","好市多股份有限公司北投分公司"
"1141225","產銷履歷椪柑4KG","489.0","1.0","489.0","好市多股份有限公司北投分公司"
"1141225","VIT B發泡錠","839.0","1.0","839.0","好市多股份有限公司北投分公司"
"1141225","發泡錠回饋金","-230.0","1.0","-230.0","好市多股份有限公司北投分公司"
"1141225","VIT B發泡錠","839.0","1.0","839.0","好市多股份有限公司北投分公司"
"1141225","發泡錠回饋金","-230.0","1.0","-230.0","好市多股份有限公司北投分公司"
"1141225","金品金烏龍茶包","489.0","1.0","489.0","好市多股份有限公司北投分公司"
"1141225","石安後壁雞蛋LL30","329.0","1.0","329.0","好市多股份有限公司北投分公司"
"1141225","烤雞大腿4入","179.0","1.0","179.0","好市多股份有限公司北投分公司"
"1141225","牙周適牙膏清新","625.0","1.0","625.0","好市多股份有限公司北投分公司"
"1141225","C-WEED海苔脆片","229.0","1.0","229.0","好市多股份有限公司北投分公司"
"1141225","CRABTREE香皂組","499.0","1.0","499.0","好市多股份有限公司北投分公司"
"1141225","撈王藤椒酸菜鍋底","329.0","1.0","329.0","好市多股份有限公司北投分公司"
"1141225","COUPON CAT J","-70.0","1.0","-70.0","好市多股份有限公司北投分公司"
"1141225","KS抽取式衛生紙","369.0","1.0","369.0","好市多股份有限公司北投分公司"
"1141225","KS 天然礦泉水 600ML","12.0","1.0","12.0","鴻緯智慧科技股份有限公司"
"1141228","餐費","1947.0","1.0","1947.0","不然信義餐飲有限公司天母店"
"1141228","停車費","60.0","1.0","60.0","日月亭股份有限公司三軍總醫院汀洲院區營業所"
"1141228","黑咖啡-熱的","160.0","1.0","160.0","沙漠之心咖啡有限公司天母分公司"
"1141228","Mewa W Pourover","230.0","1.0","230.0","沙漠之心咖啡有限公司天母分公司"
"1141228","球冰-荔枝","135.0","1.0","135.0","雪坊志業股份有限公司天玉門市"
"1141228","球冰-鐵觀音","135.0","1.0","135.0","雪坊志業股份有限公司天玉門市"
"1141228","球冰-雙冰奇緣","135.0","1.0","135.0","雪坊志業股份有限公司天玉門市"
"1141228","桶裝希臘優格488","420.0","1.0","420.0","雪坊志業股份有限公司天玉門市"
"1141228","大吉嶺紅茶","100.0","1.0","100.0","雪坊志業股份有限公司天玉門市"
"1141228","總折扣","-135.0","1.0","-135.0","雪坊志業股份有限公司天玉門市"
"1141229","紅豆湯(熱)-加粉圓","97.0","1.0","97.0","冰霖股份有限公司"
"1141229","關西燒仙草3號(熱)","90.0","1.0","90.0","冰霖股份有限公司"
"1141229","雙蛋嫩雞飯","130.0","1.0","130.0","瑞哥小吃店"
"1141229","停車費","30.0","1.0","30.0","歐特儀股份有限公司永和國小地下停車場"
"1141229","Uber One 訂閱費","120.0","1.0","120.0","優食台灣股份有限公司"
"1141230","餐費","832.0","1.0","832.0","芝生鼓亭股份有限公司"
"1141231","可樂果朋友","19.0","1.0","15.0","家福股份有限公司台北濟南分公司"
"1141231","橫-黑胡椒鐵板麵","39.0","1.0","39.0","家福股份有限公司台北濟南分公司"
"1141231","澎湖花枝蝦漿","119.0","1.0","119.0","家福股份有限公司台北濟南分公司"
"1141231","澎湖飛魚卵花枝漿","119.0","1.0","119.0","家福股份有限公司台北濟南分公司"
"1141231","全聯奈赫曼印花","0.0","3.0","0.0","全聯實業股份有限公司大安民榮分公司"
"1141231","澳牛梅花火鍋片","139.0","1.0","139.0","全聯實業股份有限公司大安民榮分公司"
"1141231","文蛤(特大)真空","78.0","1.0","78.0","全聯實業股份有限公司大安民榮分公司"
"1141231","金針菇","12.0","1.0","12.0","全聯實業股份有限公司大安民榮分公司"
"1141231","茼蒿","42.0","2.0","84.0","全聯實業股份有限公司大安民榮分公司"
"1141231","豬五花火鍋肉片","96.0","1.0","96.0","全聯實業股份有限公司大安民榮分公司"
"1141231","台灣鯛背肉","129.0","1.0","129.0","全聯實業股份有限公司大安民榮分公司"
"1141231","加州全脂軟乾酪","105.0","1.0","105.0","全聯實業股份有限公司大安民榮分公司"
"1141231","零卡蒟蒻荔枝味","30.0","1.0","30.0","全聯實業股份有限公司大安民榮分公司"
"1141231","大漢傳統板豆腐","24.0","1.0","24.0","全聯實業股份有限公司大安民榮分公司"
"1141231","折讓","-6.0","1.0","-6.0","全聯實業股份有限公司大安民榮分公司"
"1141231","滷雞腿飯","140.0","1.0","140.0","岳香小吃店"
